text,cleaned,preprocessed
of course i do. but not on our flag!;;;;,of course i do but not on our flag ,course flag
every nation should have a pretty woman on their flag.;;;;,every nation should have a pretty woman on their flag ,every nation pretty woman flag
i had a busy morning.;;;;,i had a busy morning ,busy morning
what did you do?;;;;,what did you do ,
i watered all the plants.;;;;,i watered all the plants ,watered plants
you have a lot of plants.;;;;,you have a lot of plants ,lot plants
then i did my laundry.;;;;,then i did my laundry ,laundry
that takes some time.;;;;,that takes some time ,takes time
i took the dog for a walk.;;;;,i took the dog for a walk ,took dog walk
i'll bet he enjoyed his walk.;;;;,i ll bet he enjoyed his walk ,bet enjoyed walk
i vacuumed the entire house.;;;;,i vacuumed the entire house ,vacuumed entire house
that's a lot of work.;;;;,that s a lot of work ,lot work
and then i made lunch.;;;;,and then i made lunch ,made lunch
i don't have long distance service with my home phone.;;;;,i don t have long distance service with my home phone ,long distance service home phone
so how do you make long distance calls?;;;;,so how do you make long distance calls ,make long distance calls
i use a calling card.;;;;,i use a calling card ,use calling card
where do you get that?;;;;,where do you get that ,get
i buy it at the dollar store.;;;;,i buy it at the dollar store ,buy dollar store
how much is it?;;;;,how much is it ,much
it's one dollar for 100 minutes.;;;;,it s one dollar for minutes ,one dollar minutes
that's only a penny a minute!;;;;,that s only a penny a minute ,penny minute
it's a great price. but you have to dial a lot of numbers.;;;;,it s a great price but you have to dial a lot of numbers ,great price dial lot numbers
how many?;;;;,how many ,many
"first you dial seven numbers, then ten numbers, then ten more numbers.;;;;",first you dial seven numbers then ten numbers then ten more numbers ,first dial seven numbers ten numbers ten numbers
do you go to college?;;;;,do you go to college ,go college
"yes, i do.;;;;",yes i do ,yes
what college do you go to?;;;;,what college do you go to ,college go
i go to pasadena city college.;;;;,i go to pasadena city college ,go pasadena city college
do you like it?;;;;,do you like it ,like
"oh, yes, i really like it.;;;;",oh yes i really like it ,oh yes really like
why do you like it?;;;;,why do you like it ,like
because it has great teachers.;;;;,because it has great teachers ,great teachers
what else?;;;;,what else ,else
"i like all my classmates, too.;;;;",i like all my classmates too ,like classmates
anything else?;;;;,anything else ,anything else
i lost my new pen.;;;;,i lost my new pen ,lost new pen
where did you lose it?;;;;,where did you lose it ,lose
i don't know.;;;;,i don t know ,know
when did you lose it?;;;;,when did you lose it ,lose
i think i lost it today. i used it yesterday.;;;;,i think i lost it today i used it yesterday ,think lost today used yesterday
did you check all your pockets?;;;;,did you check all your pockets ,check pockets
i checked all my pockets.;;;;,i checked all my pockets ,checked pockets
did you look in your desk?;;;;,did you look in your desk ,look desk
"yes. it isn't there, either.;;;;",yes it isn t there either ,yes either
it's probably around somewhere.;;;;,it s probably around somewhere ,probably around somewhere
"oh, well, it only cost me a dollar.;;;;",oh well it only cost me a dollar ,oh well cost dollar
gravity is very important.;;;;,gravity is very important ,gravity important
what is gravity?;;;;,what is gravity ,gravity
it's the force that pulls everything down.;;;;,it s the force that pulls everything down ,force pulls everything
i don't understand.;;;;,i don t understand ,understand
"if you pour water into a glass, the water goes down into the glass.;;;;",if you pour water into a glass the water goes down into the glass ,pour water glass water goes glass
of course it does.;;;;,of course it does ,course
"without gravity, the water would go up.;;;;",without gravity the water would go up ,without gravity water would go
you're joking.;;;;,you re joking ,joking
"without gravity, you would go up.;;;;",without gravity you would go up ,without gravity would go
what do you mean?;;;;,what do you mean ,mean
you would float into the sky like a balloon.;;;;,you would float into the sky like a balloon ,would float sky like balloon
i can't read my book.;;;;,i can t read my book ,read book
turn on the light.;;;;,turn on the light ,turn light
the light is on.;;;;,the light is on ,light
open the book.;;;;,open the book ,open book
the book is open.;;;;,the book is open ,book open
see an eye doctor.;;;;,see an eye doctor ,see eye doctor
that's what i need to do.;;;;,that s what i need to do ,need
he'll give you a prescription for glasses.;;;;,he ll give you a prescription for glasses ,give prescription glasses
i'll make an appointment tomorrow.;;;;,i ll make an appointment tomorrow ,make appointment tomorrow
i'll get the yellow pages for an eye doctor.;;;;,i ll get the yellow pages for an eye doctor ,get yellow pages eye doctor
read the phone number to me.;;;;,read the phone number to me ,read phone number
what do you need for school?;;;;,what do you need for school ,need school
i need pencils.;;;;,i need pencils ,need pencils
anything else?;;;;,anything else ,anything else
i need a notebook.;;;;,i need a notebook ,need notebook
do you need a pen?;;;;,do you need a pen ,need pen
no. i already have a pen.;;;;,no i already have a pen ,already pen
do you need a calculator?;;;;,do you need a calculator ,need calculator
no. the teacher doesn't permit calculators.;;;;,no the teacher doesn t permit calculators ,teacher permit calculators
how about a dictionary?;;;;,how about a dictionary ,dictionary
"no, we have a big dictionary in the classroom.;;;;",no we have a big dictionary in the classroom ,big dictionary classroom
"well, i guess that's it.;;;;",well i guess that s it ,well guess
i like this magazine.;;;;,i like this magazine ,like magazine
so do i.;;;;,so do i ,
"i read it once, and i subscribed.;;;;",i read it once and i subscribed ,read subscribed
it gives you all the news.;;;;,it gives you all the news ,gives news
all the news in only 50 pages.;;;;,all the news in only pages ,news pages
i like the political cartoons.;;;;,i like the political cartoons ,like political cartoons
i like the beautiful photos of the houses for sale.;;;;,i like the beautiful photos of the houses for sale ,like beautiful photos houses sale
i always read the film reviews.;;;;,i always read the film reviews ,always read film reviews
i never miss the food and drink section.;;;;,i never miss the food and drink section ,never miss food drink section
i gave a subscription to my parents.;;;;,i gave a subscription to my parents ,gave subscription parents
me too. they canceled their other news magazines.;;;;,me too they canceled their other news magazines ,canceled news magazines
my pen is out of ink.;;;;,my pen is out of ink ,pen ink
shake it a couple of times.;;;;,shake it a couple of times ,shake couple times
i shook it. there is no more ink.;;;;,i shook it there is no more ink ,shook ink
you can borrow mine.;;;;,you can borrow mine ,borrow mine
thank you. i'll buy a new one tomorrow.;;;;,thank you i ll buy a new one tomorrow ,thank buy new one tomorrow
what were you doing?;;;;,what were you doing ,
i was writing a letter.;;;;,i was writing a letter ,writing letter
who were you writing to?;;;;,who were you writing to ,writing
it's to my mom.;;;;,it s to my mom ,mom
tell her i said hello.;;;;,tell her i said hello ,tell said hello
okay. i'll return your pen when i'm done.;;;;,okay i ll return your pen when i m done ,okay return pen done
have you done your homework?;;;;,have you done your homework ,done homework
not yet.;;;;,not yet ,yet
then why are you watching tv?;;;;,then why are you watching tv ,watching tv
this is my favorite show.;;;;,this is my favorite show ,favorite show
go do your homework.;;;;,go do your homework ,go homework
"but, mom!;;;;",but mom ,mom
you can watch tv after you do your homework.;;;;,you can watch tv after you do your homework ,watch tv homework
but the show will be over.;;;;,but the show will be over ,show
there will be another show next week.;;;;,there will be another show next week ,another show next week
please?;;;;,please ,please
you know the rules.;;;;,you know the rules ,know rules
i can't wait until i graduate.;;;;,i can t wait until i graduate ,wait graduate
me too.;;;;,me too ,
no more homework.;;;;,no more homework ,homework
i hate homework.;;;;,i hate homework ,hate homework
are you going to college?;;;;,are you going to college ,going college
i can't afford it.;;;;,i can t afford it ,afford
me neither.;;;;,me neither ,neither
so what are you going to do?;;;;,so what are you going to do ,going
i'm joining the army.;;;;,i m joining the army ,joining army
you're kidding. you might get killed.;;;;,you re kidding you might get killed ,kidding might get killed
"i don't think so. after i finish, i'll have enough money to go to college.;;;;",i don t think so after i finish i ll have enough money to go to college ,think finish enough money go college
what is your major?;;;;,what is your major ,major
english.;;;;,english ,english
what are you going to do with an english major?;;;;,what are you going to do with an english major ,going english major
i'm going to be a teacher.;;;;,i m going to be a teacher ,going teacher
high school or middle school?;;;;,high school or middle school ,high school middle school
high school.;;;;,high school ,high school
i teach high school english.;;;;,i teach high school english ,teach high school english
i didn't know that.;;;;,i didn t know that ,know
i started teaching five years ago.;;;;,i started teaching five years ago ,started teaching five years ago
how do you like it?;;;;,how do you like it ,like
do you see all this gray hair? it was totally black five years ago.;;;;,do you see all this gray hair it was totally black five years ago ,see gray hair totally black five years ago
parking at school is impossible.;;;;,parking at school is impossible ,parking school impossible
i'll say.;;;;,i ll say ,say
i drove around for half an hour.;;;;,i drove around for half an hour ,drove around half hour
did you find a spot?;;;;,did you find a spot ,find spot
"i found a spot, but someone cut in and took it from me.;;;;",i found a spot but someone cut in and took it from me ,found spot someone cut took
did you yell at them?;;;;,did you yell at them ,yell
"yes, i did.;;;;",yes i did ,yes
and?;;;;,and ,
and he yelled back at me.;;;;,and he yelled back at me ,yelled back
how rude.;;;;,how rude ,rude
but i got lucky a few minutes later.;;;;,but i got lucky a few minutes later ,got lucky minutes later
this is a huge library.;;;;,this is a huge library ,huge library
"yes, it has lots of rooms and lots of space.;;;;",yes it has lots of rooms and lots of space ,yes lots rooms lots space
and lots of books.;;;;,and lots of books ,lots books
and lots of thieves.;;;;,and lots of thieves ,lots thieves
what do you mean?;;;;,what do you mean ,mean
"i mean, keep your belongings close to you.;;;;",i mean keep your belongings close to you ,mean keep belongings close
the only thing in my backpack is used books.;;;;,the only thing in my backpack is used books ,thing backpack used books
but thieves don't know that.;;;;,but thieves don t know that ,thieves know
they might think that i've got an ipod or laptop in there.;;;;,they might think that i ve got an ipod or laptop in there ,might think got ipod laptop
now you're thinking.;;;;,now you re thinking ,thinking
you'd think a library would be safe from thieves.;;;;,you d think a library would be safe from thieves ,think library would safe thieves
how good is your math?;;;;,how good is your math ,good math
i can add two and two.;;;;,i can add two and two ,add two two
so you're not very good at math?;;;;,so you re not very good at math ,good math
i'm terrible at math.;;;;,i m terrible at math ,terrible math
"well, i need some help.;;;;",well i need some help ,well need help
with what?;;;;,with what ,
i'm taking a math course in school.;;;;,i m taking a math course in school ,taking math course school
"well, you should ask your teacher or your classmates for help.;;;;",well you should ask your teacher or your classmates for help ,well ask teacher classmates help
i can't do that.;;;;,i can t do that ,
why not?;;;;,why not ,
they might think i'm stupid.;;;;,they might think i m stupid ,might think stupid
do you believe in god?;;;;,do you believe in god ,believe god
of course.;;;;,of course ,course
do you pray to god?;;;;,do you pray to god ,pray god
occasionally.;;;;,occasionally ,occasionally
when's that?;;;;,when s that ,
when i need something.;;;;,when i need something ,need something
like what?;;;;,like what ,like
"well, if i have a big test at school.;;;;",well if i have a big test at school ,well big test school
does god answer your prayers?;;;;,does god answer your prayers ,god answer prayers
"yes, i've passed all my tests.;;;;",yes i ve passed all my tests ,yes passed tests
do you ever pray for money?;;;;,do you ever pray for money ,ever pray money
the cops finally found the husband.;;;;,the cops finally found the husband ,cops finally found husband
what husband?;;;;,what husband ,husband
the husband of the driver who ran over two college students at 3 a.m.;;;;,the husband of the driver who ran over two college students at a m ,husband driver ran two college students
"oh, yeah. the girl died instantly, and the boy is still in the hospital.;;;;",oh yeah the girl died instantly and the boy is still in the hospital ,oh yeah girl died instantly boy still hospital
the husband said he tried to help the boy.;;;;,the husband said he tried to help the boy ,husband said tried help boy
"yes, he pushed him off the hood of the car.;;;;",yes he pushed him off the hood of the car ,yes pushed hood car
"no, he said he gently placed the boy on the street.;;;;",no he said he gently placed the boy on the street ,said gently placed boy street
so what? they still drove off.;;;;,so what they still drove off ,still drove
the husband said a fire department was nearby.;;;;,the husband said a fire department was nearby ,husband said fire department nearby
so what? did he dial 911?;;;;,so what did he dial ,dial
"he said he was thinking about it, but he didn't get around to it.;;;;",he said he was thinking about it but he didn t get around to it ,said thinking get around
i don't like riding the bus.;;;;,i don t like riding the bus ,like riding bus
why not?;;;;,why not ,
the seats and windows are dirty.;;;;,the seats and windows are dirty ,seats windows dirty
don't they clean the bus every night?;;;;,don t they clean the bus every night ,clean bus every night
i think they do.;;;;,i think they do ,think
you should bring some wipes with you.;;;;,you should bring some wipes with you ,bring wipes
that's a good idea.;;;;,that s a good idea ,good idea
then you can wipe your seat and window.;;;;,then you can wipe your seat and window ,wipe seat window
people will think i'm strange.;;;;,people will think i m strange ,people think strange
who cares? everyone is strange.;;;;,who cares everyone is strange ,cares everyone strange
that's for sure.;;;;,that s for sure ,sure
i don't like riding the bus.;;;;,i don t like riding the bus ,like riding bus
why not?;;;;,why not ,
"number one, it's too slow.;;;;",number one it s too slow ,number one slow
you're right. a car is faster.;;;;,you re right a car is faster ,right car faster
"number two, it's usually late.;;;;",number two it s usually late ,number two usually late
you're right. the buses are never on time.;;;;,you re right the buses are never on time ,right buses never time
"number three, it doesn't run 24 hours.;;;;",number three it doesn t run hours ,number three run hours
you're right. buses don't run late at night.;;;;,you re right buses don t run late at night ,right buses run late night
"number four, it's too crowded.;;;;",number four it s too crowded ,number four crowded
you're right. you have to stand in the aisle.;;;;,you re right you have to stand in the aisle ,right stand aisle
"number five, it's unsafe.;;;;",number five it s unsafe ,number five unsafe
we had a problem at school.;;;;,we had a problem at school ,problem school
what was the problem?;;;;,what was the problem ,problem
someone cut the tires.;;;;,someone cut the tires ,someone cut tires
what tires?;;;;,what tires ,tires
the tires on the cars.;;;;,the tires on the cars ,tires cars
where were the cars?;;;;,where were the cars ,cars
they were in the student parking lot.;;;;,they were in the student parking lot ,student parking lot
how many tires were cut?;;;;,how many tires were cut ,many tires cut
one or two tires were cut on each car.;;;;,one or two tires were cut on each car ,one two tires cut car
how many cars?;;;;,how many cars ,many cars
eleven cars.;;;;,eleven cars ,eleven cars
life isn't fair.;;;;,life isn t fair ,life fair
it sure isn't.;;;;,it sure isn t ,sure
i got a ticket yesterday.;;;;,i got a ticket yesterday ,got ticket yesterday
what for?;;;;,what for ,
i was crossing the street.;;;;,i was crossing the street ,crossing street
were you in a crosswalk?;;;;,were you in a crosswalk ,crosswalk
"yes, but the red hand was blinking.;;;;",yes but the red hand was blinking ,yes red hand blinking
so? that's a ticket?;;;;,so that s a ticket ,ticket
"yes, it's a $140 ticket.;;;;",yes it s a ticket ,yes ticket
that's not right!;;;;,that s not right ,right
"when i started to cross the street, the white walk sign was blinking.;;;;",when i started to cross the street the white walk sign was blinking ,started cross street white walk sign blinking
you're driving too fast.;;;;,you re driving too fast ,driving fast
why do you say that?;;;;,why do you say that ,say
the speed limit is 65.;;;;,the speed limit is ,speed limit
i know that.;;;;,i know that ,know
but you're doing 75.;;;;,but you re doing ,
so is everyone else.;;;;,so is everyone else ,everyone else
but a cop might stop you.;;;;,but a cop might stop you ,cop might stop
"no, he won't. some cars are doing 85.;;;;",no he won t some cars are doing ,cars
so the cop will stop those cars?;;;;,so the cop will stop those cars ,cop stop cars
of course. he stops the fastest cars.;;;;,of course he stops the fastest cars ,course stops fastest cars
my friend got a ticket for doing 75.;;;;,my friend got a ticket for doing ,friend got ticket
remember to put air in your tires.;;;;,remember to put air in your tires ,remember put air tires
how often do i have to do that?;;;;,how often do i have to do that ,often
once every two months.;;;;,once every two months ,every two months
that's a lot.;;;;,that s a lot ,lot
what do you mean?;;;;,what do you mean ,mean
that's six times a year!;;;;,that s six times a year ,six times year
"yes, and it takes about five minutes each time.;;;;",yes and it takes about five minutes each time ,yes takes five minutes time
i'll try.;;;;,i ll try ,try
check your tires or you'll get a flat.;;;;,check your tires or you ll get a flat ,check tires get flat
oh. that's not good.;;;;,oh that s not good ,oh good
"no, it isn't. a flat costs you time and money.;;;;",no it isn t a flat costs you time and money ,flat costs time money
you're driving too fast.;;;;,you re driving too fast ,driving fast
i'm in a hurry.;;;;,i m in a hurry ,hurry
don't ever be in a hurry.;;;;,don t ever be in a hurry ,ever hurry
it's not my fault. you didn't wake me up.;;;;,it s not my fault you didn t wake me up ,fault wake
that's not my fault. you didn't tell me to wake you up.;;;;,that s not my fault you didn t tell me to wake you up ,fault tell wake
"well, i meant to.;;;;",well i meant to ,well meant
don't ever be in a hurry when you're driving.;;;;,don t ever be in a hurry when you re driving ,ever hurry driving
why not?;;;;,why not ,
because you'll have an accident. most accidents are because people are in a hurry.;;;;,because you ll have an accident most accidents are because people are in a hurry ,accident accidents people hurry
how do you know that?;;;;,how do you know that ,know
i read a lot.;;;;,i read a lot ,read lot
let's go for a ride.;;;;,let s go for a ride ,let go ride
where are we going?;;;;,where are we going ,going
into the mountains.;;;;,into the mountains ,mountains
that sounds nice.;;;;,that sounds nice ,sounds nice
i want to show you my new car.;;;;,i want to show you my new car ,want show new car
you bought a new car?;;;;,you bought a new car ,bought new car
yes. i bought a cadillac.;;;;,yes i bought a cadillac ,yes bought cadillac
a luxury car.;;;;,a luxury car ,luxury car
luxury plus speed.;;;;,luxury plus speed ,luxury plus speed
what are we waiting for?;;;;,what are we waiting for ,waiting
let me get the keys.;;;;,let me get the keys ,let get keys
i have to go to the bathroom.;;;;,i have to go to the bathroom ,go bathroom
why didn't you go before we left?;;;;,why didn t you go before we left ,go left
"i did, but i have to go again.;;;;",i did but i have to go again ,go
"well, hold on a little longer.;;;;",well hold on a little longer ,well hold little longer
i think i'm going to explode.;;;;,i think i m going to explode ,think going explode
just hold on.;;;;,just hold on ,hold
oh! don't hit any more bumps!;;;;,oh don t hit any more bumps ,oh hit bumps
we'll be at mcdonald's in just a few minutes.;;;;,we ll be at mcdonald s in just a few minutes ,mcdonald minutes
i hope they are fast minutes.;;;;,i hope they are fast minutes ,hope fast minutes
think about something else. think about a hamburger.;;;;,think about something else think about a hamburger ,think something else think hamburger
"i'm thinking, but i still have to go.;;;;",i m thinking but i still have to go ,thinking still go
where's the car?;;;;,where s the car ,car
what do you mean?;;;;,what do you mean ,mean
the car isn't here.;;;;,the car isn t here ,car
where did you park it?;;;;,where did you park it ,park
i parked it right here.;;;;,i parked it right here ,parked right
are you sure?;;;;,are you sure ,sure
yes. i remember this big tree.;;;;,yes i remember this big tree ,yes remember big tree
maybe it's the wrong tree.;;;;,maybe it s the wrong tree ,maybe wrong tree
"no, this is the tree.;;;;",no this is the tree ,tree
did someone steal it?;;;;,did someone steal it ,someone steal
i sure hope not.;;;;,i sure hope not ,sure hope
look at this traffic.;;;;,look at this traffic ,look traffic
i'd rather not.;;;;,i d rather not ,rather
it gets worse every year.;;;;,it gets worse every year ,gets worse every year
why are you complaining? we're going almost 20 miles an hour.;;;;,why are you complaining we re going almost miles an hour ,complaining going almost miles hour
the speed limit is 65!;;;;,the speed limit is ,speed limit
"well, that's between 2:00 and 4:00 a.m.;;;;",well that s between and a m ,well
where are all these people going?;;;;,where are all these people going ,people going
they're all asking the same question.;;;;,they re all asking the same question ,asking question
when are they going to fix this problem?;;;;,when are they going to fix this problem ,going fix problem
they said they need more money.;;;;,they said they need more money ,said need money
they always need more money.;;;;,they always need more money ,always need money
did you see that car?;;;;,did you see that car ,see car
"yes, he went through the red light.;;;;",yes he went through the red light ,yes went red light
can we call the police?;;;;,can we call the police ,call police
"no, the police don't care.;;;;",no the police don t care ,police care
why not?;;;;,why not ,
they have to see it happen.;;;;,they have to see it happen ,see happen
they don't believe us?;;;;,they don t believe us ,believe us
no. they can only give a ticket if they see it happen.;;;;,no they can only give a ticket if they see it happen ,give ticket see happen
"so, what do we do?;;;;",so what do we do ,
we don't do anything.;;;;,we don t do anything ,anything
maybe we should honk the horn next time.;;;;,maybe we should honk the horn next time ,maybe honk horn next time
my car is dirty.;;;;,my car is dirty ,car dirty
why don't you wash it?;;;;,why don t you wash it ,wash
that's what i'm going to do.;;;;,that s what i m going to do ,going
are you going to wash it yourself?;;;;,are you going to wash it yourself ,going wash
of course. it's not a hard job.;;;;,of course it s not a hard job ,course hard job
i'll help you.;;;;,i ll help you ,help
"okay, i'll get a bucket.;;;;",okay i ll get a bucket ,okay get bucket
i'll rinse the car first.;;;;,i ll rinse the car first ,rinse car first
then we can scrub it with a wet sponge and soap.;;;;,then we can scrub it with a wet sponge and soap ,scrub wet sponge soap
"after that, we can dry it with a towel.;;;;",after that we can dry it with a towel ,dry towel
then it will look like new;;;;,then it will look like new ,look like new
it sure is windy today.;;;;,it sure is windy today ,sure windy today
paper is flying everywhere.;;;;,paper is flying everywhere ,paper flying everywhere
this wind is dangerous for drivers.;;;;,this wind is dangerous for drivers ,wind dangerous drivers
especially for drivers of big trucks.;;;;,especially for drivers of big trucks ,especially drivers big trucks
the wind blows those trucks over.;;;;,the wind blows those trucks over ,wind blows trucks
"it blows trees over, too.;;;;",it blows trees over too ,blows trees
a tree fell onto my dad's car.;;;;,a tree fell onto my dad s car ,tree fell onto dad car
was there much damage?;;;;,was there much damage ,much damage
my dad had to buy a new car.;;;;,my dad had to buy a new car ,dad buy new car
wow! that's terrible.;;;;,wow that s terrible ,wow terrible
never park your car under a tree.;;;;,never park your car under a tree ,never park car tree
when are we going to stop?;;;;,when are we going to stop ,going stop
we'll stop at the next mcdonald's.;;;;,we ll stop at the next mcdonald s ,stop next mcdonald
how far away is that?;;;;,how far away is that ,far away
i think we'll be there in half an hour.;;;;,i think we ll be there in half an hour ,think half hour
i hope so. i have to go to the bathroom.;;;;,i hope so i have to go to the bathroom ,hope go bathroom
"well, i can always pull over.;;;;",well i can always pull over ,well always pull
"no, thank you, i'll just wait.;;;;",no thank you i ll just wait ,thank wait
we can kill two birds with one stone.;;;;,we can kill two birds with one stone ,kill two birds one stone
what do you mean?;;;;,what do you mean ,mean
"while you're using the bathroom, i'll order some food.;;;;",while you re using the bathroom i ll order some food ,using bathroom order food
don't order for me. i'm not hungry.;;;;,don t order for me i m not hungry ,order hungry
this is such a long light.;;;;,this is such a long light ,long light
look how many cars are waiting in line.;;;;,look how many cars are waiting in line ,look many cars waiting line
they need a left-turn arrow.;;;;,they need a left turn arrow ,need left turn arrow
only two cars can make a left turn every three or four minutes.;;;;,only two cars can make a left turn every three or four minutes ,two cars make left turn every three four minutes
we'll be here forever.;;;;,we ll be here forever ,forever
get out of this lane.;;;;,get out of this lane ,get lane
but we need to turn left.;;;;,but we need to turn left ,need turn left
forget it. go straight.;;;;,forget it go straight ,forget go straight
then what?;;;;,then what ,
then we'll just make a u-turn.;;;;,then we ll just make a u turn ,make u turn
and then we can turn right at the light.;;;;,and then we can turn right at the light ,turn right light
i need a cheap car.;;;;,i need a cheap car ,need cheap car
how much money do you have?;;;;,how much money do you have ,much money
"$1,000.00 ;;;;", ,
"well, that should get you something.;;;;",well that should get you something ,well get something
but i need something that's reliable.;;;;,but i need something that s reliable ,need something reliable
you need a car with low mileage.;;;;,you need a car with low mileage ,need car low mileage
a car that was owned by a little old lady.;;;;,a car that was owned by a little old lady ,car owned little old lady
where have you looked?;;;;,where have you looked ,looked
i haven't looked anywhere yet.;;;;,i haven t looked anywhere yet ,looked anywhere yet
why not?;;;;,why not ,
because i'll never find one for such a low price.;;;;,because i ll never find one for such a low price ,never find one low price
"good afternoon, officer.;;;;",good afternoon officer ,good afternoon officer
"your driver's license and registration, please.;;;;",your driver s license and registration please ,driver license registration please
here you go.;;;;,here you go ,go
do you know why i pulled you over?;;;;,do you know why i pulled you over ,know pulled
i have no idea. all of a sudden i heard your siren.;;;;,i have no idea all of a sudden i heard your siren ,idea sudden heard siren
you rolled through that stop sign back there.;;;;,you rolled through that stop sign back there ,rolled stop sign back
but i stopped!;;;;,but i stopped ,stopped
"no, you didn't. you slowed down, but you didn't come to a full stop.;;;;",no you didn t you slowed down but you didn t come to a full stop ,slowed come full stop
"well, nobody else does, so why should i?;;;;",well nobody else does so why should i ,well nobody else
that's not the attitude of a good driver.;;;;,that s not the attitude of a good driver ,attitude good driver
but i am a good driver. i've never had a ticket in my life.;;;;,but i am a good driver i ve never had a ticket in my life ,good driver never ticket life
$140. i can't believe it.;;;;, i can t believe it ,believe
what are you talking about?;;;;,what are you talking about ,talking
i got a ticket downtown for $140.;;;;,i got a ticket downtown for ,got ticket downtown
were you speeding?;;;;,were you speeding ,speeding
"no, i was crossing the street.;;;;",no i was crossing the street ,crossing street
were you jaywalking?;;;;,were you jaywalking ,jaywalking
"no, i was in the crosswalk.;;;;",no i was in the crosswalk ,crosswalk
so why did you get a ticket?;;;;,so why did you get a ticket ,get ticket
the officer said the red hand was blinking.;;;;,the officer said the red hand was blinking ,officer said red hand blinking
was it blinking when you entered the crosswalk?;;;;,was it blinking when you entered the crosswalk ,blinking entered crosswalk
"no, the white walk sign was blinking.;;;;",no the white walk sign was blinking ,white walk sign blinking
they were in a crosswalk near school at 3 a.m.;;;;,they were in a crosswalk near school at a m ,crosswalk near school
who?;;;;,who ,
two students from usc.;;;;,two students from usc ,two students usc
what happened?;;;;,what happened ,happened
"a speeding car ran a red light, killing the girl.;;;;",a speeding car ran a red light killing the girl ,speeding car ran red light killing girl
what happened to the other student?;;;;,what happened to the other student ,happened student
he landed on the hood of the car.;;;;,he landed on the hood of the car ,landed hood car
did he get off the hood?;;;;,did he get off the hood ,get hood
"no, the car stopped and the passenger pushed the injured student off the hood.;;;;",no the car stopped and the passenger pushed the injured student off the hood ,car stopped passenger pushed injured student hood
i'll bet the car continued on its way.;;;;,i ll bet the car continued on its way ,bet car continued way
of course it did. why stop after you've run over two people?;;;;,of course it did why stop after you ve run over two people ,course stop run two people
what happened to your car?;;;;,what happened to your car ,happened car
i got a dent in the parking lot.;;;;,i got a dent in the parking lot ,got dent parking lot
how did you get it?;;;;,how did you get it ,get
i don't know. maybe it was from a shopping cart.;;;;,i don t know maybe it was from a shopping cart ,know maybe shopping cart
those shopping carts are dangerous.;;;;,those shopping carts are dangerous ,shopping carts dangerous
especially the metal ones.;;;;,especially the metal ones ,especially metal ones
i don't park at a store that uses metal shopping carts.;;;;,i don t park at a store that uses metal shopping carts ,park store uses metal shopping carts
"that's a good idea, but there was a good sale at this store.;;;;",that s a good idea but there was a good sale at this store ,good idea good sale store
did you save any money on the sale?;;;;,did you save any money on the sale ,save money sale
"yes, i did. i saved about $50.;;;;",yes i did i saved about ,yes saved
that's great.;;;;,that s great ,great
"did you see ""titanic""?;;;;",did you see titanic ,see titanic
yes. it is a great movie.;;;;,yes it is a great movie ,yes great movie
i saw it twelve times.;;;;,i saw it twelve times ,saw twelve times
i saw it eight times.;;;;,i saw it eight times ,saw eight times
i have the dvd.;;;;,i have the dvd ,dvd
so do i.;;;;,so do i ,
let's go to your home.;;;;,let s go to your home ,let go home
we can watch my dvd.;;;;,we can watch my dvd ,watch dvd
and then we can go to my home.;;;;,and then we can go to my home ,go home
and watch your dvd.;;;;,and watch your dvd ,watch dvd
i always cry at the end.;;;;,i always cry at the end ,always cry end
let's play cards.;;;;,let s play cards ,let play cards
i don't know any card games.;;;;,i don t know any card games ,know card games
i'll teach you one.;;;;,i ll teach you one ,teach one
okay. what will you teach me?;;;;,okay what will you teach me ,okay teach
it's called poker.;;;;,it s called poker ,called poker
is it easy to learn?;;;;,is it easy to learn ,easy learn
"yes, it will only take about 30 minutes.;;;;",yes it will only take about minutes ,yes take minutes
okay. teach me how to play.;;;;,okay teach me how to play ,okay teach play
we each get five cards.;;;;,we each get five cards ,get five cards
"oh, look. i have four tens.;;;;",oh look i have four tens ,oh look four tens
"that's great, but you're not supposed to tell me.;;;;",that s great but you re not supposed to tell me ,great supposed tell
i'm a good card player.;;;;,i m a good card player ,good card player
why is that?;;;;,why is that ,
because i watch the other players.;;;;,because i watch the other players ,watch players
what do you mean?;;;;,what do you mean ,mean
people will tell you if they have a good hand.;;;;,people will tell you if they have a good hand ,people tell good hand
how do they do that?;;;;,how do they do that ,
"for example, a friend of mine licks his lips.;;;;",for example a friend of mine licks his lips ,example friend mine licks lips
"when he licks his lips, you know he has a good hand?;;;;",when he licks his lips you know he has a good hand ,licks lips know good hand
"i know he has a good hand, so i don't bet.;;;;",i know he has a good hand so i don t bet ,know good hand bet
he never wins your money?;;;;,he never wins your money ,never wins money
"nope, and it drives him crazy.;;;;",nope and it drives him crazy ,nope drives crazy
"turn the radio down, please.;;;;",turn the radio down please ,turn radio please
but i'm listening to it.;;;;,but i m listening to it ,listening
"well, listen to it more quietly.;;;;",well listen to it more quietly ,well listen quietly
i can't wait till i grow up.;;;;,i can t wait till i grow up ,wait till grow
what will you do?;;;;,what will you do ,
i will play the radio as loud as i want.;;;;,i will play the radio as loud as i want ,play radio loud want
that's okay with me.;;;;,that s okay with me ,okay
i will have a radio in every room of my house.;;;;,i will have a radio in every room of my house ,radio every room house
